"Dispatch Number","Dispatch Date","Source Store","Destination Store",Status,"Product Name",Category,Vendor,Barcode,"Unit Price",Quantity
DSP-20260227-5D891B,"2026-02-27 15:56:10",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-38",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-9A711E,"2026-02-27 15:45:09",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-1",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260227-672ED3,"2026-02-27 15:44:22",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-4",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260227-025C40,"2026-02-27 15:41:22",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-1",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260227-025C40,"2026-02-27 15:41:22",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-1",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260227-E2A144,"2026-02-27 15:39:39",OFFICE,SHOWROOM,Delivered,"COTTON LAWN 3PIECE - 2",,"BI1--BILLAL ENTARPRICE",N/A,"1,150.00",1
DSP-20260227-E2A144,"2026-02-27 15:39:39",OFFICE,SHOWROOM,Delivered,"COTTON LAWN 3PIECE - 2",,"BI1--BILLAL ENTARPRICE",N/A,"1,150.00",1
DSP-20260227-E2A144,"2026-02-27 15:39:39",OFFICE,SHOWROOM,Delivered,"MUNA STONE HIJAB - DE1-7",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260227-F20426,"2026-02-27 15:39:31",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-50",,"RA1--RAJA TRADERS",N/A,"3,300.00",1
DSP-20260227-79403B,"2026-02-27 15:39:04",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-38",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-79403B,"2026-02-27 15:39:04",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-38",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-30EDDA,"2026-02-27 15:36:01",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-A24B50,"2026-02-27 15:29:30",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-6 - 42",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260227-6ABDEC,"2026-02-27 15:13:55",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK SAREE - 4",,"DE1--DESHIO FACTORY",N/A,"1,600.00",1
DSP-20260227-8887EF,"2026-02-27 15:04:08",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-2 - 38",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260227-95CBDA,"2026-02-27 14:59:58",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-2 - 42",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260227-95CBDA,"2026-02-27 14:59:58",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-2 - 40",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260227-5F160A,"2026-02-27 14:58:51",OFFICE,SHOWROOM,Delivered,"JAMDANI 3PIECE - TA1-26",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,850.00",1
DSP-20260227-1EE516,"2026-02-27 14:56:41",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-6",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260227-1EE516,"2026-02-27 14:56:41",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-1",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260227-1EE516,"2026-02-27 14:56:41",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-1",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260227-6558C9,"2026-02-27 14:53:19",OFFICE,SHOWROOM,Delivered,"BLOCK WHITE BEDSHEET - MA1-11",,MA1--MALIHA,N/A,"1,360.00",1
DSP-20260227-B7AEC4,"2026-02-27 14:32:46",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - TB1-1 - 40",,"TB1--TATIBARI BARI.COM",N/A,"2,480.00",1
DSP-20260227-0CC989,"2026-02-27 14:06:58",OFFICE,SHOWROOM,Delivered,"JAMDANI 3PIECE - TA1-29",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,850.00",1
DSP-20260227-2B8491,"2026-02-27 13:57:04",OFFICE,SHOWROOM,Delivered,"DESHIO CO-ORDS - DE1-1 - 42",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260227-2B8491,"2026-02-27 13:57:04",OFFICE,SHOWROOM,Delivered,"DESHIO CO-ORDS - DE1-2 - 44",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260227-06661A,"2026-02-27 13:55:57",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-41",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-06661A,"2026-02-27 13:55:57",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - TA1-44",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-06661A,"2026-02-27 13:55:57",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-31",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-751C27,"2026-02-27 13:54:29",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - TA1-46",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-751C27,"2026-02-27 13:54:29",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - TA1-47",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-751C27,"2026-02-27 13:54:29",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - TA1-45",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-957A44,"2026-02-27 13:52:59",OFFICE,SHOWROOM,Delivered,"HATER KAJER 3PIECE - NU1-35",,NU1--NURJAHAN,N/A,"1,650.00",1
DSP-20260227-957A44,"2026-02-27 13:52:59",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - TA1-48",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-957A44,"2026-02-27 13:52:59",OFFICE,SHOWROOM,Delivered,"COTTON BATIK 3PIECE - NU1-42",,NU1--NURJAHAN,N/A,"1,350.00",1
DSP-20260227-16A24B,"2026-02-27 13:52:05",SHOWROOM,OFFICE,Delivered,"COTTON LAWN 3PIECE - BI-15",,"BI1--BILLAL ENTARPRICE",N/A,"1,150.00",1
DSP-20260227-B26E8D,"2026-02-27 13:51:40",OFFICE,SHOWROOM,Delivered,"HATER KAJER 3PIECE - NU1-37",,NU1--NURJAHAN,N/A,"1,650.00",1
DSP-20260227-B26E8D,"2026-02-27 13:51:40",OFFICE,SHOWROOM,Delivered,"HATER KAJER 3PIECE - NU1-41",,NU1--NURJAHAN,N/A,"1,650.00",1
DSP-20260227-B26E8D,"2026-02-27 13:51:40",OFFICE,SHOWROOM,Delivered,"HATER KAJER 3PIECE - NU1-39",,NU1--NURJAHAN,N/A,"1,650.00",1
DSP-20260227-892DE6,"2026-02-27 13:46:59",OFFICE,SHOWROOM,Delivered,"DESHIO CO-ORDS - DE1-6 - 44",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260227-892DE6,"2026-02-27 13:46:59",OFFICE,SHOWROOM,Delivered,"DESHIO CO-ORDS - DE-7 - 44",,"DE1--DESHIO FACTORY",N/A,"1,500.00",1
DSP-20260227-F1FAF0,"2026-02-27 13:35:04",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-10",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-F1FAF0,"2026-02-27 13:35:04",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-21",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-4FA6E1,"2026-02-27 13:31:19",OFFICE,SHOWROOM,In_transit,"Cotton Co-ords - DE1-1 - 46",,"DE1--DESHIO FACTORY",N/A,"1,580.00",1
DSP-20260227-392001,"2026-02-27 13:23:34",SHOWROOM,OFFICE,Delivered,"COTTON LAWN 3PIECE - BI-25",,"BI1--BILLAL ENTARPRICE",N/A,"1,150.00",1
DSP-20260227-392001,"2026-02-27 13:23:34",SHOWROOM,OFFICE,Delivered,"COTTON LAWN 3PIECE - BI-22",,"BI1--BILLAL ENTARPRICE",N/A,"1,150.00",1
DSP-20260227-E037B4,"2026-02-27 13:13:18",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-48",,"RA1--RAJA TRADERS",N/A,"2,080.00",1
DSP-20260227-82B26D,"2026-02-27 13:12:31",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-9",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260227-82B26D,"2026-02-27 13:12:31",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-2",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260227-A9A1D3,"2026-02-27 13:08:10",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-9",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-A9A1D3,"2026-02-27 13:08:10",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-28",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-3ACE5D,"2026-02-27 13:06:34",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-25",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-3ACE5D,"2026-02-27 13:06:34",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-22",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-8A7D62,"2026-02-27 12:53:20",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-29",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-8A7D62,"2026-02-27 12:53:20",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-27",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-A76E31,"2026-02-27 12:51:02",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-14",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-A76E31,"2026-02-27 12:51:02",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-26",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-A76E31,"2026-02-27 12:51:02",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-30",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-539480,"2026-02-27 12:48:45",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-20",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-539480,"2026-02-27 12:48:45",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-13",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-539480,"2026-02-27 12:48:45",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-18",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-D3FAF2,"2026-02-27 12:46:48",SHOWROOM,OFFICE,Delivered,"PREMIUM CATALOUGE PARTY 3PIECE - FA1-1",,"FA1-FASHION 3PIECE",N/A,"2,650.00",1
DSP-20260227-62C4B9,"2026-02-27 12:42:56",SHOWROOM,OFFICE,Delivered,"JAMDANI SAREE - JU1-30",,"JU1--JUYEL JAMDANI HOUSE",N/A,"3,050.00",1
DSP-20260227-4916EA,"2026-02-27 12:41:31",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-11",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-4916EA,"2026-02-27 12:41:31",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-16",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-4916EA,"2026-02-27 12:41:31",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-12",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-7BE8C0,"2026-02-27 12:38:29",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-17",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-7BE8C0,"2026-02-27 12:38:29",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-24",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-7BE8C0,"2026-02-27 12:38:29",OFFICE,SHOWROOM,Delivered,"NAKSHI SILK SAREE - WA1-23",,"WA1--WALLMART HANDICREFTS",N/A,"7,800.00",1
DSP-20260227-C0D125,"2026-02-27 12:28:48",OFFICE,SHOWROOM,Delivered,"Cotton Gown - TB1-3 - 48",,"TB1--TATIBARI BARI.COM",N/A,"1,350.00",1
DSP-20260227-C0D125,"2026-02-27 12:28:48",OFFICE,SHOWROOM,Delivered,"Cotton Gown - TB1 - TB1-4 - 44",,"TB1--TATIBARI BARI.COM",N/A,"1,350.00",1
DSP-20260227-841664,"2026-02-27 12:27:53",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-1",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-841664,"2026-02-27 12:27:53",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-1",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-8FB1CE,"2026-02-27 12:26:37",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-8FB1CE,"2026-02-27 12:26:37",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-38",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-8FB1CE,"2026-02-27 12:26:37",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-38",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-5E84C1,"2026-02-27 12:25:45",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-5E84C1,"2026-02-27 12:25:45",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-5E84C1,"2026-02-27 12:25:45",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE-DE1-26",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-0694A2,"2026-02-27 12:22:36",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-5",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-0694A2,"2026-02-27 12:22:36",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-5",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-799D3D,"2026-02-27 12:10:36",OFFICE,SHOWROOM,Delivered,"SILK BATIK 3PIECE - NU1-33",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260227-C61D09,"2026-02-27 12:02:15",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-5 - 42",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260227-559FD6,"2026-02-27 12:01:10",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-559FD6,"2026-02-27 12:01:10",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260227-055A07,"2026-02-27 11:59:25",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-48",,"RA1--RAJA TRADERS",N/A,"2,080.00",1
DSP-20260227-055A07,"2026-02-27 11:59:25",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-49",,"RA1--RAJA TRADERS",N/A,"2,250.00",1
DSP-20260227-0060AA,"2026-02-27 11:43:24",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE  - SU1-5",,"SU1--SUHAIB JAMDANI HOUSE",N/A,"3,900.00",1
DSP-20260227-EC0D74,"2026-02-27 11:39:14",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - TB1-3 - 38",,"TB1--TATIBARI BARI.COM",N/A,"2,480.00",1
DSP-20260227-EC0D74,"2026-02-27 11:39:14",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - TB1-2 - 44",,"TB1--TATIBARI BARI.COM",N/A,"2,480.00",1
DSP-20260226-1D593D,"2026-02-26 22:03:05",OFFICE,SHOWROOM,Delivered,"SILK BATIK 3PIECE - NU1-33",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260226-1D593D,"2026-02-26 22:03:05",OFFICE,SHOWROOM,Delivered,"SILK BATIK 3PIECE - NU1-33",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260226-BC38CB,"2026-02-26 21:23:54",OFFICE,SHOWROOM,Delivered,"TOTE BAG - S01-12",,SO1--SOWDAGOR,N/A,"1,350.00",1
DSP-20260226-BC38CB,"2026-02-26 21:23:54",OFFICE,SHOWROOM,Delivered,"TOTE BAG - S01-16",,SO1--SOWDAGOR,N/A,"1,350.00",1
DSP-20260226-C184D0,"2026-02-26 21:15:28",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - FA1-11",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260226-F42B36,"2026-02-26 21:02:14",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-8",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260226-C3A2B5,"2026-02-26 20:59:07",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-0B0B16,"2026-02-26 20:53:01",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-1",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-D58CA8,"2026-02-26 20:46:56",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-D58CA8,"2026-02-26 20:46:56",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-1",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-8DDC29,"2026-02-26 20:46:15",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-6",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260226-3B6CE7,"2026-02-26 20:38:25",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-18",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-572469,"2026-02-26 20:36:05",OFFICE,SHOWROOM,Delivered,"Cotton 3Piece - KO1-2",,"KO1--KOLKATA FASHION B.D",N/A,"2,000.00",1
DSP-20260226-58CC05,"2026-02-26 20:33:36",SHOWROOM,OFFICE,Delivered,"MONIPURI SAREE - AN1-33",,"AN1--ANIS FACTORY",N/A,"1,550.00",1
DSP-20260226-B845AF,"2026-02-26 20:25:26",OFFICE,SHOWROOM,Delivered,"Pearl Handpiece - RA1-17",,"RA1--RAJA TRADERS",N/A,"1,150.00",1
DSP-20260226-85BD35,"2026-02-26 20:12:10",OFFICE,SHOWROOM,Delivered,"EXCLUSIVE AARONG COTTON SAREE - TA1-14",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,550.00",1
DSP-20260226-916AA4,"2026-02-26 20:03:51",OFFICE,SHOWROOM,Delivered,"DESHI JOYPURI 3PIECE - FA1-1",,"FA1-FASHION 3PIECE",N/A,"1,500.00",1
DSP-20260226-CE51F8,"2026-02-26 20:01:33",OFFICE,SHOWROOM,Delivered,"SILK BATIK 3PIECE - NU1-21",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260226-CE51F8,"2026-02-26 20:01:33",OFFICE,SHOWROOM,Delivered,"SILK BATIK 3PIECE - NU1-27",,NU1--NURJAHAN,N/A,"1,450.00",1
DSP-20260226-85DB31,"2026-02-26 20:00:32",OFFICE,SHOWROOM,Delivered,"PREMIUM CATALOUGE PARTY 3PIECE - SF1-4",,"SF1--SHAH FABRICS",N/A,"2,650.00",1
DSP-20260226-620E12,"2026-02-26 19:53:29",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-1",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-620E12,"2026-02-26 19:53:29",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-FE9D6D,"2026-02-26 19:53:20",OFFICE,SHOWROOM,Delivered,"HATER KAJER 3PIECE - NU1-38",,NU1--NURJAHAN,N/A,"1,650.00",1
DSP-20260226-52A6D4,"2026-02-26 19:42:07",OFFICE,SHOWROOM,Delivered,"COTTON SHIBURI SAREE - NU1-29",,NU1--NURJAHAN,N/A,"1,950.00",1
DSP-20260226-52A6D4,"2026-02-26 19:42:07",OFFICE,SHOWROOM,Delivered,"COTTON SHIBURI SAREE - NU1-30",,NU1--NURJAHAN,N/A,"1,950.00",1
DSP-20260226-AFC689,"2026-02-26 19:39:16",OFFICE,SHOWROOM,Delivered,"Pearl Handpiece - RA1-17",,"RA1--RAJA TRADERS",N/A,"1,150.00",1
DSP-20260226-CD6DD3,"2026-02-26 19:37:10",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - FA1-11",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260226-CD6DD3,"2026-02-26 19:37:10",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - FA1-13",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260226-CD6DD3,"2026-02-26 19:37:10",OFFICE,SHOWROOM,Delivered,"COTTON 3PIECE - FA1-13",,"FA1-FASHION 3PIECE",N/A,"1,650.00",1
DSP-20260226-9109DD,"2026-02-26 19:06:09",OFFICE,SHOWROOM,Delivered,"JAMDANI 3PIECE -  TA1-7",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,850.00",1
DSP-20260226-9109DD,"2026-02-26 19:06:09",OFFICE,SHOWROOM,Delivered,"JAMDANI 3PIECE - TA1-48",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,850.00",1
DSP-20260226-4568C0,"2026-02-26 18:59:25",SHOWROOM,OFFICE,Delivered,"JEWELLERY PEARL FINGER PIECE - 6",,UNKNOWN,N/A,"1,800.00",1
DSP-20260226-0CC68E,"2026-02-26 18:27:53",OFFICE,SHOWROOM,Delivered,"CHERRY STONE HIJAB - DE1-9",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260226-D49E96,"2026-02-26 18:26:44",OFFICE,SHOWROOM,Delivered,"CHERRY STONE HIJAB - DE1-12",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260226-D49E96,"2026-02-26 18:26:44",OFFICE,SHOWROOM,Delivered,"CHERRY STONE HIJAB - DE1-11",,"DE1--DESHIO FACTORY",N/A,400.00,1
DSP-20260226-30D7B6,"2026-02-26 17:53:45",OFFICE,SHOWROOM,Delivered,"JEWELLERY PEARL NECK PIECE - RA1-33",,"RA1--RAJA TRADERS",N/A,"2,550.00",1
DSP-20260226-E18F02,"2026-02-26 17:42:41",SHOWROOM,OFFICE,Delivered,"JEWELLERY DIAMOND CUT HAND PIECE - 6 - 2.6",,UNKNOWN,N/A,"1,250.00",1
DSP-20260226-ECBA38,"2026-02-26 17:15:27",OFFICE,SHOWROOM,Delivered,"COTTON KURTI - TB1-3 - 38",,"TB1--TATIBARI BARI.COM",N/A,900.00,1
DSP-20260226-ECBA38,"2026-02-26 17:15:27",OFFICE,SHOWROOM,Delivered,"COTTON KURTI - TB1-2 - 38",,"TB1--TATIBARI BARI.COM",N/A,900.00,1
DSP-20260226-279CC8,"2026-02-26 16:48:32",SHOWROOM,OFFICE,Delivered,"Pearl handpiece - RA1 - 1",,"RA1--RAJA TRADERS",N/A,"1,150.00",1
DSP-20260226-279CC8,"2026-02-26 16:48:32",SHOWROOM,OFFICE,Delivered,"Pearl handpiece - RA1 - 1",,"RA1--RAJA TRADERS",N/A,"1,150.00",1
DSP-20260226-E835E9,"2026-02-26 16:35:10",OFFICE,SHOWROOM,Delivered,"COTTON KURTI - TB1-2 - 40",,"TB1--TATIBARI BARI.COM",N/A,900.00,1
DSP-20260226-E835E9,"2026-02-26 16:35:10",OFFICE,SHOWROOM,Delivered,"COTTON KURTI - TB1-3 - 40",,"TB1--TATIBARI BARI.COM",N/A,900.00,1
DSP-20260226-5C0530,"2026-02-26 16:27:28",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-5C0530,"2026-02-26 16:27:28",OFFICE,SHOWROOM,Delivered,"DESHIO BLOCK 3PIECE - DE1-22",,"DE1--DESHIO FACTORY",N/A,"1,150.00",1
DSP-20260226-5C0530,"2026-02-26 16:27:28",OFFICE,SHOWROOM,Delivered,"JAMDANI HALFSILK 3PIECE - TA1-2",,"TA1--TANGAIL SAREE HOUSE",N/A,"2,250.00",1
DSP-20260226-5C0530,"2026-02-26 16:27:28",OFFICE,SHOWROOM,Delivered,"Ready Men's Panjabi - BE1-5 - 44",,"BE1--BIRDS EYE FASHION",N/A,"2,890.00",1
DSP-20260226-1B4F40,"2026-02-26 16:21:48",SHOWROOM,OFFICE,Delivered,"AARONG COTTON SAREE - TA1-45",,"TA1--TANGAIL SAREE HOUSE",N/A,"1,150.00",1
DSP-20260226-CD8638,"2026-02-26 16:11:52",OFFICE,SHOWROOM,Delivered,"JAMDANI SAREE - SH1-10",,"SH1--SHIULY JAMDANI HOUSE",N/A,"16,500.00",1
DSP-20260226-62979A,"2026-02-26 15:59:29",SHOWROOM,OFFICE,Delivered,"DESHIO BLOCK BLOUSE PIECE - DE1-11",,"DE1--DESHIO FACTORY",N/A,300.00,1
DSP-20260226-6FEC09,"2026-02-26 15:44:05",OFFICE,SHOWROOM,Delivered,"Cotton Gown - TB1 - TB1-2 - 46",,"TB1--TATIBARI BARI.COM",N/A,"1,350.00",1
